无奈荔支何，前度来迟今又早	相思桃叶杳，主人已去客犹留
雀屏妙选今公子	鸿案清芬古大家
屈指三秋，天上又逢七夕	齐眉百岁，人间自有双星
天子知从无事日	郎君贵在未生时
儒以道得民，此官不贱	学而优则仕，如日之升
天子命之教	人才系此官
漫道官闲，二十一史，繁难频判案	谁云署冷，三五六经，鼓吹自排衙
十载共皋比，旧梦荒凉梅岭树	诸儿蒙教泽，春风惭愧杏林花
仕隐追随，颓景相怜如一日	师生骨肉，名山可许附千秋
正味在文章，凡识字人同一哭	清风论出处，拟私谥者定何辞
羊祜惠犹留岘首	马援功未竟壶头
福慧并清华，能静自兼仙佛意	死生都了彻，不谈终是圣贤心
对宇望衡，回首燕台真似梦	素帷丹旐，伤心吴苑不成春
老泪我无多，数落落晨星，从此骅骝空冀北	雄才君未尽，叹茫茫泉路，相随鸿雁到荆南
能仕教之忠，有子诗书将食报	欲养亲不待，类余风树早衔悲
箕尾黯星躔，诏语天嗟遗老一	衣冠崇洛社，典型人失达尊三
奏赋共螭坳，谱谊同敦，感西湖四十七年爪印	写经皈鹿苑，禅心早定，付南屏一百八下钟声
志在名山，不作公卿缘好学	文能寿世，非求仙佛自长生
逝矣修文郎，纵玉堂传舍，金粟空花，回首能忘垂老母	伤哉薄命女，仅三日同牢，六旬尝药，断肠永作未亡人
治谱付佳儿，感频年惠爱吾乡，白叟黄童都泪下	颓龄逢旧雨，叹此日招寻胜迹，青山红树也魂销
九十年鲁殿巍然，记曾同世父春闱，先公秋赋	甲乙榜鼎科籍甚，己重沐桂林燕赍，杏苑恩荣
为学为修，为恂慄，为威仪，有斐为文，九十年华，尽卫武一生之事	曰寿曰富，曰康宁，曰攸好，考终曰命，三千世界，集箕畴五福而归
合两朝宰辅封圻，第一流人终不忝	培四海贤才俊乂，在三师事有同悲
海徼树丰功，水利边防，廿载宏宣经世略	宫衔隆晋锡，易名延赏，九原还切报恩心
十年三建戎功，帝赖重臣，回纥蛮猺皆慑魄	九省七膺节镇，人怀遗爱，山河岭海总铭恩
大度领江淮，宠辱胥忘，美谥终凭公论定	前型重山斗，步趋靡及，遗章惭负替人期
西曹法律，南纪封圻，溯三朝中外勋猷，范富欧阳同著望	闽峤襜帷，吴趋杖履，忆卌载因缘香火，李张皇甫愧知名
德性秉盅和，两入琼林，稽古荣跻卿贰贵	文章崇轨范，七持玉尺，爱才群仰老成型
感恩知己两兼之，拟今春重谒门庭，谁知一纸音书，竟成绝笔	尽忠补过今已矣，忆平昔双修儒佛，但计卅年宦绩，也合生天
风节树朝端，鸣凤声高，为感恩慈酬再造	文章惊海内，登龙望峻，更余书画重千秋
三十年人海才名，帝简方隆天已召	六千里家山归梦，亲心难慰子谁依
台馆式前型，溯中外回翔，直节清严犹在望	藩屏联宦辙，怅老成徂谢，名贤言行未终编
拯溺旧同心，才德兼资，如此循良曾有几	筹鹺今尽瘁，设施未竟，毕生怀抱向谁开
卌三年才不虚生，帝简方隆，谁料谪仙归紫府	重五节缕难续命，名心未瞑，应教词客祀红桥
卅年来同谱同舟，忽魂归缥缈峰前，转悔量移空借箸	一门内难兄难弟，竟望断逍遥堂后，不教旧约践连床
薇省早抽簪，忆卅年键户独居，清品咸推无玷玉	枌乡常设帐，怅五集绵诗未就，萧辰忽折后凋松
遗爱遥传三竺外	吟魂应在二梅间
去思何武留遗爱	死孝王戎本至情
刚峰原不随流俗	孝肃何须有后人
只手障狂澜，立德立功，水土平成君不朽	八年联旧雨，如兄如弟，芝兰凋谢我何堪
同谱最相亲，忆白发青灯，昨岁尚陪连夜话	名山期共往，叹太行盘谷，此生无复并骖游
以宽厚孚民望，以忠诚结主知，敬宾朋，体僚属，教育英才，二十年节钺尊严，未改书生面目	为畿辅急粮储，为东南兴水利，拯灾黎，化枭徒，恤慈孤幼，数千里帡幪荫庇，何殊菩萨心肠
节署久宣劳，公尔忘私，尽瘁遽闻歌薤露	草庐留赐翰，赏延于世，印心好为嗣芸香
廿载报君恩，真不负日下探花，江南秉节	卅年敦友谊，最难忘吴中分袂，汉上题襟
追思患难相依，感适馆授餐，谈经讲学，薪传已阅廿年，讵者番频阻风帆，致我迟来，空展遗容成没世	可惜封圻未转，算巡方煮海，陈臬维藩，棠荫仅留三省，恸此际才停露冕，值君小极，误投蠲庳丧斯文
下笔已千秋，稽古共知尊汉学	还朝能几日，考工惜未补周官
河汉隔双星，可是仙家好离别	梧桐飘一叶，若为词客助诗怀
一病负殊恩，九派清江怀太守	十年成大觉，二分明月吊诗人
丸熊助苦，封鲊资廉，有是母，乃有是子	隔幔传经，居楼授史，闻其语，今见其人
受宠转愁颜，历官河北淮南，济世经纶殊未展	订交从总角，重过三山二水，赏心诗句与谁论
三尺好头衔，执简无缘，报国空怀万言疏	一家大手笔，修文有命，奉亲先赴九重泉
来去有前因，遗范难忘联襼日	宽严能并济，新恩惜在盖棺时
知医却老，执法忘劬，看尘牍丹炉，晷影苦无清暇候	优许养疴，殊荣晋秩，缅匡庐庾岭，星文竟堕碧云间
魏阙鉴诚衷，建议词臣追汲黯	滇池施善教，酬恩祀典泣侯芭
珈服宠荣多，上寿始教归蕊府	墨縗军旅亟，中途犹许泣萱帏
伤心酒国流光短	回首名场恨事多
中有仙龛虚一室	更邀明月作三人
丹青遍邓尉罗浮，绕墓植梅花，来去原从众香国	俎豆傍白公坡老，作祠倚修竹，海天还有一仙龛
慈母如母，贵父之命也	顾我复我，鬻子之闵斯
君乃长于情者，为戚友关心，终岁劳人草草	文因无如命也，以孝廉没世，当今天道茫茫
阅历名场，终竟才人无福命	消磨心力，只缘文债与亲情
人情欲赠方干第	天意原悭李贺年
披叔重旧文，驯雉归来经笥富	溯旌阳遗爱，化凫仙去口碑传
三千卷勤抄，耄学宛如沈麟士	八二龄老宿，典型顿失鲁灵光
吟成三影清词，怛化竟同蝴蝶梦	谢却九秋芳信，催归忍听鹧鸪声
千里衔哀，奉灵舆言遄，惊说莪诗初罢诵	廿年遗爱，怅弦歌遽息，惨教棠树不成阴
庚宿掩霜晨，黄菊丛中添泪雨	卯桥嗟月夕，紫藤庵畔景光风
卿霭焕朱门，石奋郎君皆贵仕	仙风飘绛节，刘纲夫妇并归真
教成诸子尽扬眉，咸使备宾兴德艺	看入三场才瞑目，不教迟哲嗣科名
践道一身，兼贯乎言功者德	易名当代，少止于义理曰安
渊云大文，赵张为政，奋建家风，时望兼汉廷数子	省台故事，都邑讴思，门墙述训，令名传荆国家风
一品荷崇封，北斗尚书徵燕翼	八旬尊上寿，西方生佛想螺容
入梦想从君，鹤背恐嫌凡骨重	遗真添画我，飞仙可要侍儿扶
几生修得到	一日不可无
佛不慈悲，失乳忍听遗女哭	兄兼贫病，伤心更恐二人知
不合时宜，惟有朝云能识我	独弹古调，每逢暮雨倍思卿
三年奔走空皮骨	万古云霄一羽毛
何当报之青玉案	可以横绝峨眉巅
君子来游贯及柳	牧人乃梦众惟鱼
虚己受人，彼其之子，殊异乎族	实事求是，夫惟大雅，卓尔不群
令仪令色	允武允文
为国桢干	配曜岳嵩
敦诗悦礼	含谟吐忠
刚毅多略	文雅少畴
种德收福	干国栋家
广祈多福	博览群书
姿兼申甫	德侔产奇
智含渊薮	絜如圭璋
比蹤豹产	膺姿管苏
为国桢榦	作主股肱
行义高劭	体性温仁
文艳彬彧	风曜穆清
翔风膏雨	左书右琴
耽乐术艺	揪敛吉祥
剖演奥艺	恬忽世荣
钩河擿雒	奉魁承杓
应运挺度	通神达明
笃礼崇义	抱淑守真
躬洁冰雪，夷然清皓	性发兰石，生自馥芬
学为儒宗，行为士表	爱若慈父，畏若神明
内怀温洞，外撮强虐	功绵日月，名勒管弦
以义抑强，以仁恤弱	乃台吐曜，乃岳降精
威隆秋霜，恩逾冬日	言合雅谟，虑中圣权
言不失典术，行不越矩度	威以怀殊俗，德以化圻民
鹊笑鸠舞，大喜在后	麟子凤雏，和气所居
桂柏栋梁，麟凤堂室	雍凉朱草，文山紫芝
达性任情，得其欢乐	布政施惠，拜为公卿
金石九茎，木禾六秀	明珠一寸，白玉四环
瑞林朋生，祥禽辈作	卿云似盖，甘露如珠
珠角擅奇，山庭表德	天球并价，日观同光
论史可听，谈元愈默	幽居少事，野性多闲
玑镜照临，山河容纳	风质洞远，仪止祥华
立行可模，置言成范	徽猷克著，声绩聿宣
组织仁义，琢磨道德	栋梁华夏，舟楫江河
镜文虹于绮疏，浸兰泉于玉砌	握珠胎而冠月，振琼树而韬霞
玉树以珊瑚作枝，珠帘以玳瑁为押	赤雁与斑麟俱下，醴泉与甘露同飞
四时最好是三月	万里谁能访十洲
金铃玉佩相磋切	珠蕊琼花斗剪裁
黄金盒里盛红雪	碧玉盘中弄水晶
将相风和天地静	修齐事大古今同
今居古稽极乐事	外和内峻大贤风
流水长亭，春风静宇	幽兰一室，修竹万山
修竹抱山，春亭映水	幽兰得地，虚室当风
迁固同文，惠列殊抱	管乐佐世，老彭引年
临类咸和，取诸无妄	随时观感，咸与同人
合室能文，自是盛事	放生为乐，可得大年
虚能引和，静能生悟	仰以察古，俯以观今
左酒右浆，喜叠其室	伯歌季舞，福为我根
合匏同牢，宴乐有绪	驾福乘喜，昏悦宜家
小园新展西南角	和气先熏草木心
平生独以文字乐	此日翛然水竹居
烟树远浮春缥缈	风船解与月徘徊
深林闲数新添笋	残烛贪看未见书
五亩自栽池上竹	一尊径醉溪中云
圣代即今多雨露	先生有道出羲皇
春为一岁首	月傍九霄多
半岭通佳气	他乡有胜缘
潮平两岸阔	花满九江春
既儆既戒，惠此中国	来旬来宣，至于太原
和声鸣盛世	春色满皇州
晤言纷在瞩	惠心清且闲
端景缘直表	茂实偶英声
恪勤在朝夕	俯仰愧古今
金石响高宇	桂松比真风
智理周万物	远怀柔九州
清川含藻景	丹华耀阳林
春秋补小月	山水有清音
语默寄前哲	邂逅承清尘
仁声被八表	妙花开六尘
含情结芳树	捻香散名花
平生怀直道	大化扬仁风
沙棠作舟桂为楫	浮云似帐月如钩
凝华结藻久延立	弹琴鼓瑟聊自娱
萦弦急调切流徵	迎歌度舞遏归风
容光无不照	怀古亦何深
卫门罗戟棨	遂性各琴尊
荣华肖天秀	谈笑安边隅
天材任操倚	经训乃菑畲
文章自娱戏	忠义老研磨
文章开窔奥	节制收英髦
避人焚谏草	弹剑拂秋莲
远意发孤鹤	思波起涸鳞
传家有衣钵	听履上星辰
经纶皆新语	鸾凤本高翔
上客能论道	虚怀只爱才
奇书窥鸟迹	赐茗出龙团
高文有风雅	新渥照乾坤
肝胆不楚越	眉宇真天人
尘襟谅昭洗	贤路不崎岖
云霞成伴侣	冰雪净聪明
顷来树佳政	时还读我书
铭心对欹器	含笑看吴钩
万他如大路	一字皆华星
丹青不独任	心迹喜双清
风骚共推激	华实相芬敷
荆州爱山简	刺史似寇恂
飒爽动秋骨	廉折配春温
心在水精域	直如朱丝绳
高才食旧德	流藻垂华芬
桑竹垂馀荫	圭璋满清班
计阔道愈密	实大华亦荣
旷怀扫氛翳	公论悬日星
春夏各有实	鱼鸟亦相亲
朗鉴谅不远	清言得未尝
时节不可玩	风期谁复赓
文章有定价	邂逅得初心
即事已可悦	赋诗何必多
所得静而简	其人勇且英
放意弄晴快	叩奇独冥搜
唱妍酬亦丽	我适物自闲
草圣秘难得	诗人思无邪
得尽所历妙	应缘不耐闲
永路当自勖	清光应更多
得句忍不吐	好古意所耽
量力守故辙	荡胸生层云
守道不封己	择交如求师
佳句喧众口	古人惜寸阴
殊姿各独立	素志庶可求
发兴自我辈	赏心惟良知
达生幸可托	得句不妨清
蕴真惬所遇	澄虑观此身
与道本无隔	将诗莫浪传
自得高蹇嵼	永言铭佩绅
始得观览富	特以风期亲
各勉日新志	能为岁寒姿
力守非有党	心清得奇闻
为学日务益	将诗待物华
好语时见广	此身良自如
未曾一日闷	犹有五湖期
或制闲居赋	新编杂体诗
试吟青玉案	如登黄金台
士生要宏毅	情在强诗篇
坚姿聊自傲	素履期不渝
虚白道所集	静专神自归
黄卷真如律	素琴本无弦
骞腾坐可致	洒扫今其初
幽人常坦步	稚子总能文
掬水皆花气	读书此云房
萦情无余泽	扬论展寸心
逸气感清识	良辰入奇怀
服理辨昭昧	秉心识本源
兴来每独往	道集由中虚
新诗如洗出	好鸟不妄飞
即事须尝胆	论诗一解颜
大哉霜雪干	得之烟山春
偶值栖遁迹	何异清凉山
兼入竹三昧	时有燕双高
余心无采缋	对书不簪缨
鸟鸣时一再	家住水东西
飞鸟逐前侣	好峰隐半规
石壁开精舍	瑶华振雅音
长歌白石涧	高卧香山云
苇管书柿叶	瓦瓶担石泉
虚舟任所适	飞鸟相与还
荷锄觇泉脉	移石动云根
海石分棋子	江波近酒壶
弹琴复长啸	读书仍隐居
逢人觅诗句	留客听山泉
翰墨三馀隙	陂塘五月秋
疏峰抗高馆	稳字入新联
云岫不知远	花房未肯开
诗眼自增损	德容自清温
晒书因阅画	闲坐但焚香
光芒六合无泥滓	漏染大笔何淋漓
别裁伪体亲风雅	遍谒名山适性灵
官职声名俱入手	风崖水穴旧闻名
回看屈宋犹年辈	远追甫白感至诚
诗笔离骚亦时用	文章尔雅称吾宗
钟鼎山林各天性	风流儒雅亦吾师
诗情逸似陶彭泽	勋业终归马伏波
文学纵横乃如此	金石刻画臣能为
守道还如周柱史	著书曾学郑司农
忆事怀人兼得句	引杯看到坐生风
曲江山水闻来久	庾信文章老更成
数问舟船留制作	更无书札到公卿
亦能画马穷殊相	欲遣吟人对好山
自把新诗教鹦鹉	戏拈秃笔扫骅骝
但酌此泉胜酌酒	劝栽黄竹莫栽桑
千首新诗一竿竹	墙西明月水东亭
诗翁爱酒常如渴	草堂少花今欲栽
重之不减锦绣缎	邀我共作沧浪篇
作诗贺我得石友	曲肱听君写松风
万卷藏书宜子弟	一日过海收风帆
春工遇物初不择	酒圣于吾亦庶几
一家喜气如春酿	小筑幽栖与拙宜
酒令虽严莫嗔虐	草书非学聊自娱
每闻佳士辄心许	不辨仙源何处寻
前身应是梁江总	百岁须齐卫武公
