一上高楼，缅当年江汉风流，多少千秋人物	双持使节，喜此日荆衡形势，纵横万里金汤
舍已为人当仁不让	赴汤蹈火见义勇为
舍生取义，自古烈丈夫所为，今也何时，得斯女子	激浊扬清，为我贤令尹之责，伤哉此事，见诸佳人
舞彩又成亭，故事远惭清献德	逢场凭作戏，正声合补广微诗
舟行著色屏风里	人在回文锦字中
舣舟碧山麓，月出山之颠	夕曛犹在照，凉辉忽满前
船山称师，后湘绮一帜高张，横流今哭国老	洪宪窃帝，正长沙群龙无首，定乱长怀武功
船漏漏满锅漏干	灯吹吹灭火吹燃
船载橹，橹摇船，橹动而船行	线穿针，针引线，线缝而线缀
船载石头石重船轻轻载重	尺量地面地长尺短短量长
船载货物货重船轻轻载重	尺量土地地长尺短短量长
艣声软似吴娘语	酒味辣于京口兵
良玉润珠，精神流照	吉金乐石，左右交辉
良药苦口利于病	忠言逆耳利于行
良辰尽为官忙，得一刻余闲，好诵史翻经，别开生面	传舍原非我有，但两番视事，也栽花种竹，权当家园
良辰美景、赏心乐事，四者难并	崇山峻岭、茂林修竹，群贤毕至
色即是空，空即是色	恩生于害，害生于恩
色即是空空即色	卿须怜我我怜卿
色即是空空是色	卿须怜我我怜卿
色难	容易
色香味俱全食之不厌织成云霞锦	桃梅李并蓄买了再来绣出草木花
艳艳红花随落雨	雨落随花红艳艳
艳阳照大地	春色满人间
艺林尊宿，薇省清班，并世谁定遗文，藏之名山，以诏来者	青简酬诗，黄垆觅醉，伤逝我为哀诛，殁而祭社，其在斯人
艾不服官，松鹤比寿	谷能诒子，光鸿齐贤
艾自修，自修勿修，白面书生背虎榜	张居正，居正勿正，黑心宰相卧龙床
节制两河，德水廿年瞻福曜	耆英七帙，恩纶初吉贲中枢
节制乡邦，桑梓至今称百姓	赞襄纶阁，簪缨继起有三元
节序骎骎，莫负芒鞋竹杖	杯盘草草，何惭野蔌山肴
节日人人共乐	江山处处皆春
节界中秋月圆人寿	筹增上算桂馥兰馨
节约办婚事亲友皆欢喜	勤俭建家庭夫妻更和睦
节署久宣劳，公尔忘私，尽瘁遽闻歌薤露	草庐留赐翰，赏延于世，印心好为嗣芸香
节钺盛才名，廿载乡邦遗老一	衣冠凄画像，百年人望达尊三
芝兰茂千载	琴瑟乐百年
芝洞秋房，檀林春乳	桂深冬燠，松疏夏寒
芦中人出	河上公来
芬诵旃檀，深入华严文字海	函尊榆欓，兼赅菩萨圣贤心
花发金辉香蜚玄圃	斑联玉树春永瑶池
花坞春长，烟火千家都入画	桃源路近，桑麻十里尽成荫
花外子规燕市月	柳边精卫浙江潮
花好夕阳时，强恋人间应笑我	心伤旧两绝，先谙鬼趣却输君
花好月圆庚星耀彩	兰馨桂馥甲第增辉
花宴琼林，温仲舒由大魁秉政	堂开昼锦，王文献以宰相养亲
花开彩槛呈春色	莺啭芳林报好音
花开花落僧贫富	云去云来客往还
花房露透红珠落	桂树风吹玉简寒
花承朝露千枝发	莺感春风百啭鸣
花放水仙夫妻偕老	图呈王母庚婺双辉
花明树暗全依水	地少人多半借山
花木土石水泉，离世乐道者宜有	诵读论议教诲，大雅宏达之所群
花灿银灯鸾对舞	春归画栋燕双栖
花甲重开，另加三七岁月	古稀双庆，还多一个春秋
花甲重开外加三七岁月	古稀双庆内多一个春秋
花甲齐年项臻上寿	芝房联句共赋长春
花竹一庭，是亦中人十家产	轩窗四壁，可无广厦万间心
花竹有和气	风泉无俗情
花笺茗碗香千载	云影波光活一楼
花花叶叶，翠翠红红，惟尔神着意扶持，不教雨雨风风，清清冷冷	鲽鲽鹣鹣，生生世世，愿有情都成眷属，长此朝朝暮暮，喜喜欢欢
花草旧香溪，卜兆千年如待我	湖山新画障，卧游终古定何年
花草春常在乔木认前痕，劫后能酬经始志	虫鱼万象观菁莪期远荫，老来犹报济时心
花草春常在	虫鱼万象观
花萼集，竹林游，他日归田应有约	廉察精，功过录，此身修福合长生
花迎彩服离莺谷	阁倚晴天见凤巢
花长好，月长圆，人长寿，国之福	树欲静，风欲宁，子欲养，夭必从
花长好，月长圆，人长寿	车同轨，书同文，行同伦
花间渔艇近	水外寺钟微
花雨欲随岩翠落	松风遥傍洞云寒
花雨能仁，祝嵩龄亿载	昙枝普茂，巩海甸三乘
花香扑座浓于麝	树隙营巢拙似鸠
花香满院花觉趣	鸟语飘林鸟知春
芳室芝兰茂	春风桃李新
芸馆忝题名，三纪声华留日下	莎庭闲坐啸，六年宦绩在天中
苇管书柿叶	瓦瓶担石泉
苍天已死，黄天当立，来日大难，登斯楼也	人心唯危，道心唯微，群儿相贵，卜之鬼乎
苍生自是关吾分	儒者真宜做此官
苍茫海水连江水	罗列他山助我山
苏子瞻平生愿学膺滂，劲草疾风，至竟未酬攀槛志	杜少陵造次不忘君国，阳戈反目，弥留犹作渡河声
苔石随人古	山花拂面香
若不回头，谁替你救苦救难	如能转念，何须我大慈大悲
若傅粉，若涂朱，若泼墨，谁言心之不同如其面	为君臣，为兄弟，为朋友，斯诚圣不可知之谓神
若受暮夜钱财天诛地灭	如听衙役说话男盗女娼
若有一个臣，四海方欣司马相	是为三不朽，两川又痛卧龙亡
若耶溪上，泛者去而未休，何如游此地乎，静听争流之万壑	山阴道中，苦于应接不暇，是以建斯亭也，坐观竞秀之千岩
苦心未必天终负	辣手须防人不堪
苦我半生，可怜举案荆妻，先归天上	祝卿再世，不遇登科夫婿，莫到人间
苦我尽头，只余薄命糟糠，亦归天上	劝君来世，不是封侯夫婿，莫到人间
苦辩争强，赢得也输气力	穷奢极欲，算来何益精神
苦遭白发不相放	长恐青山与世新
英灵咽怒潮，遗庙低徊南渡后	羁旅哀荒屿，残疆抢壤北归时
英雄儿女事	丝竹管弦声
英雄故自粗疏，犹当宥之十世	权利能无受咎，如可赎兮百身
英雄本来佛性，公余匹马登高，携两三宾从，命安排苦笋清茶，纵谈洞里烟霞，山中猿鹤	世事不到禅关，闻说天龙度劫，降十万天魔，愿忏悔善因恶果，莫问生前武肃，死后岳王
范孟博立朝有声，尔母曰有子若兹，我瞑目矣	张江陵夺情未忍，天下惜斯人不出，如苍生何
范希文先天下而忧，曾无片时逸豫	来君叔为何人所赋，足令千古悲哀
范希文是此地秀才，谁为后起	胡安定亦方州博士，敢薄闲曹
范志贾才，基于此举	父书祖德，大其所传
茅土加名数	神功接混茫
茅屋八九间，钓雨耕烟，须信富不如贫，贵不如贱	竹书千万字，灌花酿酒，可知安自宜乐，闲自宜清
茫乎大千界中，作么生过去现在未来，光阴弹指，无穷愿望，万种凄惶，佛言不可说	逝矣二十年后，再相见吉凶悔吝祸福，变迁何常，如此门庭，这般儿女，君意我能知
茹澧百派合	太华一峰高
茹缇萦痛，及书未陈，叹老父远羁，此生永隔	具左芬才，而年更少，胡昊天不吊，吾道安归
荀利国家死生以	岂因祸福避免之
荆州形胜即中原，得之则进取易，失之则退守难，天意苍茫，莫怪公犹立马	壮武大名垂宇宙，生不为曹氏臣，死不作孙家妾，人心维系，遂令我欲登龙
荆州爱山简	刺史似寇恂
荆楚九歌，客中聊作枌榆社	江山六代，劫后重闻雅颂声
荆沙解军归来，过门未拜庞公榻	溇澧罢相同哭，酹酒为歌屈子骚
荆衡秀气	邹鲁遗风
草圣秘难得	诗人思无邪
草堂留后世	诗圣著千秋
草木含清色	岩廊挹大犹
草木自生无税地	子孙长读未烧书
草茅坐论成千古	文采风流少一人
荐公一掬建业水	听我三终梁父吟
荔子甲天下	梅妃是部民
荡荡乎民无能名焉，不图为乐之至于斯也	滔滔者天下皆是也，孰谓鄹人之子知礼乎
荣华肖天秀	谈笑安边隅
荣华过目总成空，何如乐道安贫，莫管他利，莫管他名，莫管他虎斗与龙争，当极闷时，席先世区区旧庐，偕我弟我兄，学半日渔，作几笔画，读万卷书，逍遥游哉，山中人此亦算南面	善恶到头原有报，只要委心任运，说甚么神，说甚么鬼，说甚么数穷更理极，怪彼盗者，怙暂时赫赫倒柄，乃予取予求，兴不风浪，摧方艺萌，填无底壑，否泰交未，天下事岂尽付东流
药圃无凡草瓶中色映葡萄紫	松窗有秘方瓮里香浮竹叶青
药是当归，花宜旋覆	虫还无恙，鸟莫奈何
荷尽已无擎雨盖	菊残犹有傲霜枝
荷戈为地方前驱，是军国民中铮铮丈夫，赴沙场效命死	秉笔作本末纪事，维年月日有某某警士，为社会杀敌亡
荷竹抚遗图，追题曾为士衡感	池塘寻旧梦，病起今无灵运诗
荷花如城月如斗	名流作主泉作宾
荷花朝上，蕉花朝下，两支朱笔点尽天文地理	是光明昼，月光明夜，一对宝镜照亮阴间阳曹
荷花茎藕蓬莲苔	芙蓉芍药蕊芬芳
荷锄修药圃	煮茗就花栏
荷锄觇泉脉	移石动云根
荷风送香气	松月生夜凉
荻阁含饴，正喜有孙传祖砚	兰陵返櫂，遽随佛母渺仙幢
莫专问婚姻，凭他万事随缘，都是前生注定	亦兼司禄命，笑我一官需次，也当此处邀灵
莫到做会日方言修庙	就是无事时也要烧香
莫对失意人而谈得意事	从来有名士不取无名钱
莫寻仇，莫负气，莫听教唆，到此地费心费力费钱，就胜人，终累己	要酌理，要揆情，要度时势，做这官不清不勤不慎，易造孽，难欺天
莫忧世事兼身事	却道新花胜旧花
莫怪和尚们这般大样	请看护法者岂是小人
莫或使之，若或使之，谁铸成六州大错	不可说也，如可说也，自坏此万里长城
莫放春秋佳日过	最难风雨故人来
莫笑我老巧无能，许个愿试试	那怕你多财善贾，不烧香瞧瞧
莫谓孤寒，多是读书真种子	欲求富贵，须从伏案下工夫
莫道古来稀，年齿已堪告杜老	若论一日长，风流直欲唤莲兄
莫道囊空，问千里遨游，带多少关山风月	特开陋室，恐长途辛苦，误勾留杨柳楼台
莫道是空门，要进来须踏着实地	紧防有叉路，走错了便堕入深坑
莫道轮回输五谷	可储笔札赋三都
莲子已成荷长老	梨花未放叶先生
莲子心中苦	梨儿腹内酸
莲字岧峣，去天尺五临韦曲	芦塘淼漫，在水中央认补陀
莲岫耸奇观，喜百洞垒垒，从此振衣绝顶	虎门留战绩，叹大江滚滚，更谁击楫中流
莲嶂千重，此日已成云出岫	松风十里，他年应待鹤归巢
莺歌燕舞乐金谷	花红柳绿映画堂
莺歌燕舞菊花吐艳	水笑山欢丹桂飘香
莺边烟重春无力	鹤背云寒月有声
莺迁乃故里	燕贺即新居
莺迁金谷晓	花发锦城春
莽乾坤靳汝聪明，月余病断送三十春，嗟乎生有涯，知无涯，唤作梦梦天，追忆无非成痛史	好男儿忍弛负担，闺中妇交付几多事，剩了七岁女，五岁子，还有呱呱者，前涂从此悸盲人
菊井活人真寿客	簳山编集老诗豪
菊水不皆寿	桃源境是仙
菊花潭里人同寿	扬子江头海不波
菜根滋味知君惯	潭水交情爱我深
菩提今菩提，具大神通，忽现千般手眼	自在观自在，是真佛力，总由一念慈悲
菩萨心肠，英雄岁月	神仙眷属，名士文章
菽水承欢，一孝能存千古味	饧箫满市，几声吹暖二人心
萃五洲来宾，入门相视虎虎	临九澧胜地，拊缶而歌乌乌
萃雍梁荆豫于一堂，那堪羌笛胡笳，听折柳唱黄河远上	走燕赵齐秦者万里，自笑短衣匹马，又摇鞭踏紫塞归来
萍自在因根解脱	莲清净为藕空虚
萦弦急调切流徵	迎歌度舞遏归风
萦情无余泽	扬论展寸心
萱茂华堂辉生锦帽	桂开月殿曲奏霓裳
萱草凌霜翠	灵芝浥露香
落叶人何在	登楼思悄然
落第寄书邮，事缘羊牧阿娇，云外神仙当尚主	中流凭砥柱，嫁得龙乘佳婿，世间才子几封王
落花无言，幽鸟相逐	可人如玉，清风与归
落花春已去	残月夜难圆
落落情缘，那堪一见一回老	空空妙相，留证三藐三菩提
落落眼前人，惟子有才非百里	茫茫身后事，愧予无计慰重泉
葆强固之精神，抚边省数年而病，厉忠清之节操，作达官半世而穷，天道杳难知，木坏山颓，苍茫何极	忆追随于京邸，如一家父子之亲，洎隔睽于关河，有千里音书之寄，师恩无以报，人亡琴在，梦想为劳
著书似秦蕙田，而无位不同，六典屠龙，北岳千古	鉤党赖贾伟节，故大祸以解，三人讹虎，东坡再生
著书台迥名繁露	入画山多学富春
著书忌早，处事忌扰，立朝忌巧，居室忌好	制行欲方，行事欲圆，存心欲拙，作文欲华
著书成二十万言，才未尽也	得谤遍九州四海，名亦随之
著书是旦功臣，同汉郑玄作笺，姬氏六典	表墓书澧处士，继晋周朴论世，石门一人
著以相思结不解	赠君一枝梅方华
著作甚勤，四海声名今北斗	风流顿尽，百年文献老南村
著作等身身不老	子孙维业业长存
著作追先哲	精神让后生
著作集名流，好事斅当年白傅	文章留慧业，赏音俟后世扬云
葛井当檐，上岭刚逢日初出	孤山隔水，开尊时见鹤飞来
葛谷栖华，藻滨毓德	瑶台掩缛，宝瑟生尘
蒙难观爻，石径蒺藜皆卦象	拘幽作操，云田柞棫亦琴材
蒲叶桃叶葡萄叶，草本木本	梅花桂花玫瑰花，春香秋香
蒲叶桃叶葡萄叶草本木本	梅花桂花玫瑰花春香秋香
蒲江吏能，乃成左迁，死亦何言，人之君子天无择	张俭党狱，追忆急难，报终未获，哭以其私痛可知
蒸湘一水之间，于斯容与	零陵三亭而外，有此高明
蓄得奇书且勤读	忽逢佳士喜同游
蓄素守中，所思不远	返虚入浑，其声愈希
蓄马蕃，父子宁，志未逮也	货财去，佞人远，过或寡欤
蓝尾方春，朝乘西母斑龙去	白眉有季，夜祷南天墨绖回
蓬瀛着望，沅澧持衡，只缘贾谊忧时，顿使盛年悲鵩鸟	禅院繙经，山塘载酒，才共江淹赋别，不堪遗集读灵鹣
蔷薇香送清和月	芍药祥天吉庆花
蕊榜开新眼	金鳌亚状头
蕙带荷衣，偃蹇姣服	兰橑桂栋，芳菲满堂
蕴玉函珠，善贾固皆蒙乐利	心耕笔织，寒儒亦可荐馨香
蕴真惬所遇	振藻若有神
蕴真惬所遇	澄虑观此身
薄宦寄明湖，有梦难寻荆树影	前因迷法雨，招魂空叩木樨禅
薄宦竟三十年，所临莅有声，竞坐汉朝腹诽法	遗诗垂百千首，纵流传到后，谁知楚国逐臣悲
薄稼圃而不为，宜善会先贤之意	敬鬼神而仍远，当恪尊乃祖所闻
薇省早抽簪，忆卅年键户独居，清品咸推无玷玉	枌乡常设帐，怅五集绵诗未就，萧辰忽折后凋松
