好山一窗足	佳景四时宜
妙手回春脉理精通能益寿	存心济世活人多处自延年
医国医人同兹医意	寿民寿世亦以寿身
科学专家刀圭巧擅西欧术	仁心济世寿算明添南极星
言论文章放之四海皆准	功勋伟业长与日月同光
寿比萧伯纳	功追高尔基
七十更强歌战士	万方救难赖人师
述生圣之玄意，整国家之不齐，入此岁来年七十矣	奉觞豆于国叟，致欢欣于春酒，亲授业者盖三千焉
海为龙世界	云是鹤家乡
写诗写文章亦庄亦谐如口出	反帝反封建不屈不挠见胸期
南山峨峨生者百岁	天气浪浪饮之太和
西池庆筵	蟠桃献颂
瑶池桃熟	鹤算增年
萱草长春	婺曜长昭
萱颜不老	寿衍千秋
宝婺星辉	古稀慈寿
萱阁日永	萱荣堂北
春云霭瑞	庆溢兰征
如竹如梅	慈颜长春
松岳长生	名高元老
蓬壶日永	庆衍古稀
春秋不老	鹤算遐龄
莱衣献彩	福如东海
觞咏香山	人中真瑞
南极寿翁	松鹤延年
海屋添筹	以介寿目
渭水经纶	古柏长春
椿萱并茂	福海寿山
双寿无边	德征鸿案
桂馥兰馨	偕老齐眉
伉俪寿禧	弧帨齐辉
堂上椿荣高悬弧矢	庭前莱舞克绍箕裘
羡孟光贤助公输巧	识天孙锦添海屋筹
输巧娄明得天独厚	彭年绛甲长乐未央
经画名言佩服敬姜劳逸论	修明内则寿词姆教组训篇
绛老疑年二首六身稽亥算	朱颜转少人材九职耐辛勤
十指费艰辛敢忘慈母手中线	一心图孝养喜舞莱儿身上衣
大匠羡班输中矩中规统率鸠工推老手	高风侪梁孟多男多寿相庄鸿案庆齐眉
劳工神圣食力有余甘自强不息天行健	寿考康宁卫生无他术吃苦方居人上头
垂裕后昆肯播肯谷	永锡难老多福多男
堂北萱荣慈云护舍	陔南兰洁爱日负暄
莱彩娱亲伯歌季舞	豳衣献寿公帨妪欢
香稻清肠仙桃适口	奇花益寿佳果长生
公悦妪欢曾孙寿考	伯歌季舞孝弟力田
春酒介眉祝无量寿	秋田茂稼歌大有年
率时农夫思媚其妇	以介眉寿相敬如宾
小正农祥寿星拱极	大田稼茂春酒介眉
操守贞松苦节好将彤管述	构贻式谷春风还试彩衣鲜
羡煞田舍翁岁月优游得长生秘诀	胜彼富家子晨昏定省博老父欢颜
商界执牛耳	箕畴晋鹤龄
货殖成书多岁月	陶朱乐业永春秋
堂构相承椿属介寿	箕裘克绍梓合腾欢
利人又利己	多寿更多财
有志经营善人是福	无疆悠久寿考维祺
输巧娄明得天独厚	彭年绛甲长乐未央
仁人具寿者相	商贾做富家翁
学擅陶朱南山献寿	才同管子北海倾樽
肯构肯堂君子有谷	多男多福寿考维祺
长者绝无市井气	寿翁久有斗山名
书成货殖推端木	彩舞欢娱得老莱
创业维艰克勤克俭	相夫以敬多谊多情
献桃实三千年刚征瑞应	演箕畴九五福备致嘉祥
鸿案相庄井臼还资贤伉俪	鹤筹添算冈陵合咏古诗歌
春日启华筵为慈亲添寿算	婺星耀天市有令子振家声
绛悬古春秋花好月圆双寿宴	朱门真富贵地灵人杰五经常
阛阓年高酒进宜春羡梓舍	井廛日永诗歌介寿乐椿庭
歌咏太平年利市持筹赢三倍	涵濡共和福华堂绚彩庆千春
市廛钦经济大才争说老成无遗策	海屋听神仙闲话早知寿算有奇赢
喜庭前生意偏多瑶草棋花春自富	瞻堂上寿翁不老珠颜玉色日方中
勖夫子以勤旦戒鸡鸣商业颇资贤内助	修已身惟俭筹添鹤算情无不老古长春
阛阓仰慈云宝婺星明设帨良辰添喜气	蓬莱驻春景璇闺日永称觥乐事祝遐龄
教子克成名为箕为裘握算持筹贻式谷	修德必获报多福多寿称觞晋斝祝灵椿
相夫子鸿案修仪商业云蒸井臼还资贤伉俪	庆良辰先俄晋酒情天日永冈陵合咏古诗歌
宇宙庆承平好教握算持筹正阛阓云蒸井廛日丽	家庭腾欢乐相与称献酌斗况桑弧高挂华帨齐悬
相夫教子并播贤声货殖振鸿图庭前多种忘忧草	酌斝称觞为祝纯嘏慈龄添鹤算头上新簪益寿花
华堂祝纯嘏	绛怅煦春风
书多真富贵	寿大小神仙
如山如阜如冈陵	多福多寿多男子
德与年皆进	寿同福并高
云近蓬莱成五色	花开桃李列千秋
多德多才多慧悟	美名美寿美儿孙
天将以为木铎	人望之如神仙
白沙诗思同激节	王局文章继老泉
桃李满园祝寿考	诗书盈榻度春秋
有酒盈樽为先生寿	作文献颂修弟子仪
文名高北斗	颂语比南山
泊辈门墙承化雨	先生杖履照春风
子读诗书思获画	人观体法祝萱龄
藏山事业三千牍	往事神仙五百年
万春方华千龄始里	群流仰镜大雅扶轮
天保一诗俾尔戬谷	华封三视为君称觞
云近蓬莱成五色	花开桃李列千行
后辈门墙承化雨	先生杖履煦春风
教子成名贤齐孟母	娱亲献寿彩舞莱儿
宴启华堂喜见庥姑东降	灯悬绛怅欣看昆母西来
画荻仰母仪令子才名追六一	蟠桃介慈寿仙家岁月记三千
看娱老彩衣莱子并承诗礼训	侍传经绛幔韦母未亏视听能
寿世文章一代斗山韩吏部	等身著作六经鼎海郑司农
乐羊子学业有成原赖断机励志	孟德耀相夫以敬自应举案齐眉
寿考作人髦士奉觞齐向椿庭祝嘏	诗书启后华堂酌斗岂真菽水承欢
达材成德幸相期坐小子风中一月	耳顺从心无止境祝先生杖履千春
从幼年壮年至晚年学期随日月并进	修体育智育及德育人寿与天地同参
女界仰师宗胸贮钳珠咏絮清才传早岁	遐龄添寿算手牵彩帨称觥乐事庆长春
有令子名重儒林菽水承欢庭前多种忘忧草	惟贤母望孚慈壶华堂晋祝发上新簪益寿花
纱幔乐薰陶共钦巾帼名师教育扩充光女界	璇闺添帨豫长驻蓬壶丽景期颐迭晋祝龟龄
拜手仰慈云谂知鸿案多情春永兰闺添乐事	倾心承化雨省识鳣堂溢喜日长蓬岛祝遐龄
威名高北斗	勋业寿南山
勋章耀文虎	老子其犹龙
将军称大树	元老祝长春
帐上祝九五福寿	胸中具十万甲兵
萱室春长莱衣献舞	柳营秋爽桃宴胪欢
狨座扬威勋昭日月	鹤寿添算福享春秋
威镇边庭勋业重	功铭钟鼎寿龄高
君子万年诗歌锡类	健儿百辈朋酒胪欢
龙马精神威扬海甸	岳嵩钟毓秀挺蓬莱
早岁请长缨果然功立	良辰酌大计允矣年高
开府建年朔方节度使	延年益寿南极老人星
陈洪范九五福	祝生佛亿万家
庆治悬弧娱晚景	恩周挟纩驻春晖
自是君身有仙骨	无如尊贵又长生
海宁尘清资上略	蓬山春暖护长春
经济匡时昭一代	功名寿世足千秋
窦桂流芳鲤庭遵训	乔松进祝鹤算添筹
东社耆英欢国嘉会	平泉花木怡养暮年
官府即神仙饲鹤调琴培寿脉	叟童齐鼓舞扶鸠骑竹庆生辰
禄养慈亲金章耀彩	荣褒寿母锦帨腾辉
德政播四方常与斯民造福	颂声盈万户共祝使君延年
勋名富贵特萃一身立言立功先在立德	经济文章不分两事寿国寿世尤宜寿民
策杖扶鸠善人征寿相	调琴饲鹤仙署驻长春
医国医人同兹医意	寿民寿世亦以寿身
戏习华伦禽医国医民宏胞与	觥称豳俗兕寿人寿已乐康强
药回生香别有壶中日月	芝田纪算俨然世上神仙
科学专家刀圭巧擅西欧术	仁心济世寿算明添南极星
画与书皆妙	寿同福并高
翰墨春光耀寿域	丹青异彩入霞觞
银汉图成富贵寿考	香山绘就神仙耆英
艺名高北斗	琴韵颂南山
气吐烟云情若水	胸藏家国寿如山
气吐烟云情怡山水	胸藏丘壑寿祝冈陵
婉啭歌喉麻姑献寿	翩跹舞袖天女散花
词苑诗坛大手笔	鹿骑鹤驾老寿星
钟鼎名山八分垂露	文章寿世十牒屏风
斗酒百吟诗人高寿	奇文十卷墨客遐龄
戏剧作千秋宝鉴	史传读五代伶官
帖写换鹅书名传世	文成舞鹤寿算添筹
流水高山琴声养性	珠徽玉柱彩舞承欢
下棋悟玄机河洛探源推国手	长庚耀瑞彩星辰布局识大心
慈惠常留众口颂	典型堪作后人师
同向甘棠挥雨泪	难将寸草报春晖
想见音客空有泪	欲闻教训杳无声
空梁月冷人千古	华苑魂归鹤一声
九源有泪流知己	万户同声哭善人
慎终不忘先人志	追远常怀一片心
南极无辉寒北斗	西风失望病东人
雨霖舌蕊流红泪	雪压松枝着素装
未弭前思顿成永别	追录笑绪皆为悲端
魂归天上风云惨	名在人间草木香
壮怀犹在风云上	诗卷长留天地间
看水兴悲愁碧汉	望云垂泪染丹枫
山耸北郊埋硬骨	泽留乡里仰高风
云深竹径樽犹在	雪压芝田梦不回
泪添九曲黄河溢	恨压三峰华岳低
往日论交钦恕道	今朝追悼寄哀思
盛德合应传后世	遗形从此望前贤
福寿全归音容宛在	齿德兼隆名望常昭
良操美德千秋在	亮节高风万古存
人问未遂青云志	天上先成白玉楼
美德堪称吾辈典范	遗训长昭后世子孙
不成门户愧为子	难报春晖欲断肠
情深风木终天恸	泪点寒梅触景思
想见音容云万里	思听教诲月三更
音容宛在灵车驾	子女堂前血泪抛
千至吊君惟有泪	十年知己不因文
烟径云迷风凄翠柳	石阶露冷雨泣黄花
等闲暂别犹惊梦	此后何缘再晤言
白骨未归三尺土	忠魂已上九重天
群山披素玉梅含孝意	诸水鸣悲杨柳动伤情
勤劳美德愿儿孙永继	简朴家风望后代长传
生前忠节似松凌霜雪	身后高风如水照青天
多少人痛悼斯人难再得	千百世最伤此世不重来
少者亡老者存数诚难测	天之涯地之角情不可终
终身俭朴留典范	一世勤劳传佳风
明月清风怀入梦	残山余水读遗诗
平生风义兼师友	来世姻缘结弟兄
夏雨花残春已去	秋风月落夜难圆
秋草独寻人去后	家林只见日西斜
三更月冷鹃犹泣	万里云空鹤自飞
有子读书父不死	为人有用鬼亦英
一腔热血倾公务	两袖清风为人民
严亲已去恩未报	慈怀不留孝难行
膝下承欢未尽意	床前伺奉尚余心
山耸北郊埋忠骨	泽留乡里仰逸风
风凄瞑色愁杨柳	月吊宵声哭杜鹃
空梁月冷人千古	华表魂归鹤一声
死去原知千古恨	生来已作万年传
老泪无多哭知己	苍天有感泣斯人
兹竹当风空有影	晚萱经雨仍留芳
倚门人去三更月	柱杖儿悲五夜寒
秋水蒹葭溯往昔	春风桃李想恩人
英姿爽气归图画	丹心壮志遗儿孙
未弭前思顿成永别	追寻笑绪皆为悲端
美德常于人世里	英灵永在天地间
悲音难挽流云住	哭声相随野鹤飞
春光挑叶鸯啼湿	夜雨萤花蝶萝寒
可歌可泣勤风朴范	可哀可怜缩食节衣
梦断庚星韬光匿彩	心伤子夜返璞归真
著作名山与天同寿	感伤逝水厌世长辞
华表千秋精灵宛在	名山一卷著述长留
人到盖棺方有定论	我将碎琴以报知音
日月驶如流一朝永诀	风云诚不测千古同哀
多少人痛悼期人难再得	千百世最伤此世不重来
寿越七旬睦邻精神今犹在	含笑九泉勤俭作风永世传
契合拟金兰情怀旧雨	飘零悲玉树泪洒凄凉
鞠躬尽瘁寸心不感尤不愧	光明磊落一生无谄也无骄
青山绿水长留生前浩气	苍松翠柏堪慰逝后英灵
风云忽变天愁地哀无日暖	松竹猝折山悲水怨剩月寒
德重如山寸草春晖难报德	恩深似海空庭月夜痛思恩
齿德俱尊犹执谦恭敦族谊	形神虽逝尚留清白著乡评
烟雨凄迷万里红花洒血泪	音容寂寞千条流水放悲声
跨鹤孤山三十载梅花一梦	骑鲸采石五百年明月重圆
天若有情应寿百年于俊杰	人谁不死独将千古让英雄
大雅云云绿水青山谁作主	老成凋谢落花啼鸟总伤神
大雅云亡绿水青山叙遗志	老成凋谢落花啼鸟总伤情
残月冷空山群谷已随黄石去	寒云低野渡束刍空怅素车来
规律难违自古谁能千年寿	高风永继而今人仰一世功
道其犹龙呼剑水云横嗟去渺	翁今化鹤矣花庭月暗恨归迟
撒手了无难尘世长辞归碧落	伤心将大用夕阳虽好近黄昏
樽酒昔言欢，烛剪西窗，犹忆风姿磊落	人琴今已杳，梅残东阁，只余月影横斜
慧业几生修，梅瘦冰清，如此多才胡不寿	故人双泪下，枫青月落，纵交入梦也吞声
故旧情深，忆白发青灯，围炉曾共谈家事	秋风萧瑟，对丹枫黄菊，登堂同悼老成人
心流碧血	恨断黄泉
灵前泪雨洒	堂上儿孙泣
哭灵心欲碎	弹泪眼将枯
凄风洒地	抱恨终天
伤心成永诀	挥泪泣慈亲
生死情难舍	阴阳路已分
赴青帝约	跨白鹤归
风凄三楚地	云暗半边天
正气传千古	忠魂上九霄
素横银汉	泪洒黄花
半天星遽陨	三伏气犹寒
灵外奠云聚	堂中悼念多
一人离世	四代同悲
朔风椿树折	残月梓株寒
寿终德望在	身去音客存
音容已杳	德泽犹存
桃花泣血泪	柳叶锁愁眉
恨地憎天泣血泪	捶胸跺足放悲声
灵前飞烟雨	堂上放悲歌
燕剪麻衣素	蛙敲丧鼓悲
乍闻噩耗肝肠断	每念深恩面貌归
一堂哀乐揪心肺	四面悲声孝子孙
万种愁肠数不尽	两眶血泪几时干
魂归天上风云暗	名在人间草木香
生前厚德心无愧	死后清名口有碑
慈惠高风垂万古	冰操懿范足千秋
山耸北郊埋白骨	泽留乡里仰英名
苍山有雨皆成泪	白水无波不载衰
何必生前门第贵	难求死后姓名香
自有芳馨留梓里	应无遗憾到泉台
万里云天悲落日	千行泪水洒长空
长著芳名于竹帛	永留清白在人间
月下双双流泪眼	灵前个个断肠人
把酒焚香而祭尊	长歌当哭以招魂
心中永念生前事	世上长留死后名
想见音客空有泪	欲闻教诲杳无声
有眼苍天同我哭	无情明月任它圆
生时磊落心无愧	去日坦然魂亦安
一世精神归梦地	满堂血泪洒云天
雨中竹叶含珠泪	雪里梅花戴素冠
苦雨凄风悲永决	寒天冷月悼孤魂
柳知孝意飞花白	鹃解哀情泣血红
一人眠目如灯灭	合族痛心似火烧
长著久名于竹帛	永留清白在人间
雪里梅花含孝意	水边金柳动哀情
想见亲容云万里	毋供菽水泪千行
难从言下闻遗训	敬向灵前献瓣香
流水夕阳千古恨	暮云春树一天愁
唢呐三声和泪去	悲歌一曲伴云归
诀别亲人常惦念	难逢知己更伤悲
悲声难挽流云住	泪雨相随野鹤飞
君去九泉容独在	友来三拜泪双流
雨淋紫竹垂红泪	雪压青松戴素冠
德厚业精光荣一世	福圆寿满安息九泉
死博千秋独有清辉留马帐	生悭一面惟余泪眼看羊碑
魂断今宵万里寒云增缟素	名留梓里一天悲泪洒青山
堂前悬遗像凝眸挥洒凄凉泪	室内响余音侧耳聆听教诲声
生于黑世苦矣叹操劳少食缺衣惊鹤唳	梦断黄梁福兮期久享伤心挥泪怕鹃啼
体驾一棺忽去也	魂升隔世曷来乎
劭德留乡里	仙魂赴九泉
身随棺木黄泉去	名与母仪盛世留
宁教难忘父教	安居牢记党恩
节日香灯施羹饭	平时泪眼望慈容
春复椿不复	岵存父何存
年年过节年年有	日日思亲日日无
父母音容常在梦	儿孙思念总萦怀
梦牵慈母手中线	针缝爱儿身上衣
守考不知冰雪冷	思亲倍感弟兄贤
春意难消萱阁冷	雪花骤落孝家哀
神州处处皆春色	懿母嗣嗣独素风
庭前春近疑无影	梦里云迷系所思
母往方壶千古乐	儿居家室百年哀
犹忆熊刃承母训	何从鸟喃报慈恩
梅花有意含珠泪	竹叶多情唱挽歌
思存杏雨烟笼月	念寄杨花絮漫天
桃花含笑垂红泪	柳叶凝烟锁翠眉
五福堂添子女泪	三多庭念父母恩
素纸写春联早知门外新春至	哀思驱岁月快告世间旧岁除
良操美德千秋在	亮节高风万古存
泪眼常濡春雨湿	愁容单逐白云飞
椿影已随残月去	桂香犹逐好风来
千山不语齐俯首	万水鸣咽共吹箫
万里云天归落日	一门雨泪洒麻衣
水流东去归大海	日转西沉思故人
兰亭少长悲陈迹	玉局风光叹化身
老泪无多哭知己	苍天何遽丧斯人
千卷史书怀拥座	一帘风雨忆篝灯
日落西山常见面	水流东海不回头
空梁月冷人千古	秋风桐叶一天愁
何如一梦飞蝴蝶	竟使千秋泣杜鹃
径扫丹枫皆丧礼	门临白马尽佳宾
翠色和云笼夜月	玉容带雨泣春风
龙隐海天云万里	鹤归华表月三更
白雪有情亦落泪	绿竹无语也含悲
春雨梨花千古恨	秋风桐叶一天愁
空山月冷人何在	幽宅风寒痛莫穷
玉树长埋悲老友	瑶花焕发盼佳儿
志同松柏清同竹	言可经纶行可师
蓬门日影高轩过	蒿里歌声白马来
扶桑此日骑鲸去	华表何年化鹤来
骑虬夜冷湖边月	驾鹤朝栖岭上云
白马素车愁入梦	青天碧海怅招魂
泪添九曲黄河溢	恨压三峰华岳低
风凄瞑色愁杨柳	月吊宵声哭杜鹃
朗月清风怀旧宇	残山剩水读遗诗
往日论交钦恕道	今朝追悼寄哀思
剑空宝匣龙应化	云锁丹心凤不来
九原有泪流知己	万户同声哭善人
绿水青山谁作主	落花啼鸟总伤神
云深竹径樽犹在	雪压芝田梦不回
一世精神归华表	满堂血泪飞云天
流水夕阳千古恨	秋霜春雨万人思
三月雨催椿树萎	五更风促杜鹃啼
流水夕阳千古恨	暮云春树一天愁
主业已归前辈录	典型留与后人模
桃花流水杳然去	明月清风何处寻
风吹秋水起珠浪	雨点春山满眼悲
看山兴悲愁碧汉	望月垂泪染丹枫
鹤驾已随云影杳	鹃声犹带月光寒
君子终日朝乾夕惕	先生之风山高水长
壶中日月三生梦	海上云山万里秋
鹤唳三更空月冷	鹃啼午夜咽风寒
人雅云亡空怀旧雨	哲人其萎怅望高风
夕阳流水千古恨	春露秋霜百年愁
雨入白山都是泪	云是黑纱总成愁
为人正直毕生无愧	办事公道浩气常存
三径寒松含露泣	半窗残竹带风号
风号夜树子规啼	雪扫重门白马咽
